PSCV,FSCV,CV
0.54082918245801,0.507527741802777,0.557471211288069
0.538324475392987,0.499469716725915,0.625068853735854
0.522027771621289,0.483105318475514,0.512329482821333
0.532804046195898,0.479289700559907,0.530884876028555
0.532278667282584,0.504492534258641,0.56605712162348
0.553605290156609,0.525428606973086,0.611961930360152
0.50472812709552,0.482540981128415,0.531815612645396
0.509590153321044,0.489127731126312,0.531339403948285
0.506129241043407,0.484507888570252,0.559681687601242
0.595906248401055,0.562474937303674,0.71682882592251
0.546229443865798,0.521583731191534,0.615223158353146
0.537457150081875,0.50356536784414,0.674820794239662
0.521361127566452,0.483134150064895,0.530209763277945
0.550230760700161,0.52570257244662,0.571583138369611
0.544981196092813,0.502942085779954,0.632606072194204
0.523795909690725,0.502335886805143,0.551702665895847
0.527620386212286,0.493212960518223,0.60575036843854
0.571350881790825,0.55204248146215,0.674955484520739
0.570384263457338,0.540142854344937,0.636207170816195
0.538025950075867,0.515928195915774,0.643853227320151
0.567248046285559,0.536488722703398,0.740410941755079
0.552933643267613,0.519341503142951,0.638623276818249
0.572630309004101,0.540314719524065,0.639855315282141
0.558333512209219,0.533802220584919,0.686502740248953
0.543726268604963,0.525012688935876,0.589449216133234
0.516049849288097,0.48411979768037,0.599030699424313
0.514324652560149,0.475677885862221,0.50193042447553
0.531865999517412,0.498510024767923,0.625377664648887
0.510225508180709,0.4747008746111,0.576303614379675
0.550565886363453,0.521106366580878,0.597386677898904
0.569423095191826,0.543160453351049,0.617095475717624
0.561095237507978,0.525395236284832,0.649482311035027
0.557011999514396,0.534034170633611,0.608749032424508
0.549643119288066,0.514654209157695,0.596126787505058
0.572927695167129,0.541566950935965,0.677510378781043
0.542474113349685,0.517748462192479,0.54704546302456
0.545037066342144,0.527135055688252,0.642850344715684
0.569441906597282,0.540804991059202,0.603998292380192
0.56886258947928,0.560911976066443,0.689020134678231
0.60766940196127,0.555385372210425,0.60946609763218
0.55813532255121,0.534933133993069,0.60157438751786
0.504001018201047,0.472328941148187,0.512148303644364
0.58959444144166,0.569185265569027,0.60116784918542
0.491523956087651,0.481314786471171,0.519799014783232
0.580594216408728,0.557790678637101,0.626614110964063
0.521000612007021,0.495197670779263,0.585043710511119
0.551549895849664,0.532660977221926,0.629316880832567
0.544905667207216,0.510849251319059,0.553851879438784
0.549690066779649,0.510796749497114,0.586171301812721
0.489392172494135,0.468204702887459,0.476264326428823
0.511460079552462,0.472017745831773,0.495300387756351
0.563755836117127,0.542090372513755,0.642836584248137
0.515229985974034,0.473658576092272,0.540273664435631
0.513435380107937,0.486010849086423,0.641527209261842
0.519598159076799,0.517735841349152,0.51335706916426
0.577135767791654,0.544666513636221,0.55002099728613
0.542325740452828,0.525134281572462,0.628914169417338
0.611013397183749,0.577794661755073,0.668658631167674
0.567039711829582,0.531403278615069,0.666429446131284
0.523701906130492,0.488361734945423,0.568349503620187
0.55823757323436,0.530456416371351,0.63845023633327
0.536204393370785,0.513216833537652,0.556959532052234
0.54165537871214,0.520584402224608,0.615122701150259
0.520520232587997,0.486801139807914,0.591883153011606
0.52629391309631,0.499286795282121,0.601169682922684
0.584092284436741,0.553342996201352,0.667185106304594
0.518557262216283,0.488430681059504,0.546983851709552
0.591080559758954,0.571235507875085,0.661463072373834
0.559347626018705,0.538185485750828,0.653356993446273
0.570827335598073,0.543102130705468,0.600939722946598
0.558468488272326,0.53435751845931,0.665677277868059
0.526763846574248,0.494554051652918,0.53564618254868
0.551808940808588,0.519813523358217,0.612037911265367
0.544293531446318,0.519175026855034,0.556288435806549
0.55914323962233,0.538079402572252,0.602376670959973
0.504711271160658,0.484422119829026,0.506134930407983
0.577702451649817,0.561908161230891,0.605841927696592
0.551832214101079,0.519436640988194,0.65893309595701
0.559898946302356,0.53355778453336,0.525980519232804
0.569728451964536,0.533221540978451,0.660382271773824
0.571168774522833,0.530205385841864,0.601742103518057
0.519975244307935,0.466875342379504,0.565754052086968
0.545503155134076,0.522241711311801,0.549509969485664
0.546005729336422,0.537079384818765,0.505044164150525
0.557938909662982,0.539408521519101,0.685761510924657
0.544095752046101,0.521442669527347,0.543733583318953
0.56308525096112,0.516054094723333,0.579071487556946
0.536964989888321,0.502081417579584,0.589905434670638
0.58800495916908,0.544910742697304,0.692528576699266
0.545887431917431,0.513263611909154,0.546871726068094
0.540841020143605,0.518095110563303,0.583496773324476
0.542562588881368,0.507178660799836,0.544022310340527
0.538937017364426,0.506941284778719,0.636339174629647
0.54832100910686,0.518175460809559,0.611277156041866
0.532231607630724,0.502194126804453,0.573231929860406
0.528962052485643,0.49495491543298,0.652015586196641
0.547313632427524,0.520047372348835,0.551807750370263
0.475612086806345,0.453124595160167,0.492277872293701
0.531775449074067,0.5156165795075,0.534576393088266
0.565904106319879,0.511433895661303,0.587293142339498
0.557824783549208,0.516114696475378,0.602378264568716
0.552344650823963,0.512972662253679,0.539779908376405
0.583202659620242,0.563075986027451,0.674672842440291
0.591445085059037,0.556771759578264,0.742245379596418
0.557894509053148,0.537076043766912,0.65849947571606
0.552435581632094,0.522503019586121,0.654333209913475
0.516743432854137,0.494767571642505,0.523517575562658
0.536932351485833,0.493712610231196,0.545794538545464
0.533529375401496,0.513916580091783,0.531520216452438
0.478611573394727,0.468385592284997,0.495593998654897
0.551173829170533,0.512431165858516,0.679516382966497
